battery,cycle,ambient_temp_c,capacity_ah,v_min,t_max_c,discharge_time_s,soh_pct
B0006,160,24,1.1905903985558335,2.4541577949851603,41.237668013317766,2811.485,58.5
B0006,161,24,1.185179251041941,2.463616101176541,41.24068073261839,2802.422,58.23
B0006,162,24,1.1796706818144624,2.470375229475307,41.28133907077437,2801.625,57.96
B0006,163,24,1.1745952836753915,2.4357634426689945,41.28338645880181,2802.031,57.71
B0006,164,24,1.15381833159625,2.481190011798763,41.149193043289586,2793.39,56.69
B0006,165,24,1.1644009557372264,2.491537251958465,41.26268252018065,2793.39,57.21
B0006,166,24,1.1587974947916069,2.40904100737121,41.45791806300034,2792.485,56.93
B0006,167,24,1.1749748834769171,2.475767645530351,41.11666214070682,2802.016,57.73
B0006,168,24,1.1856752327929356,2.4160441724133666,41.36263766174168,2820.39,58.25
B0007,1,24,1.89105229539079,2.145975766935391,40.59042914535701,3690.234,100.0
B0007,2,24,1.880637027686859,2.1110166987852117,40.26023408628707,3672.344,99.45
B0007,3,24,1.8806626717011388,2.0251085128182655,40.27558633997852,3651.641,99.45
B0007,4,24,1.8807709009833444,1.922542180649595,40.29314715799111,3631.563,99.46
B0007,5,24,1.8794508728285058,1.8711590450649882,40.268872630219796,3629.172,99.39
B0007,6,24,1.8807003517117404,2.1756867065903434,39.67620802332074,3652.281,99.45
B0007,7,24,1.8799352523566075,2.1117887156019437,39.803817662926164,3650.828,99.41
B0007,8,24,1.8815088124038797,2.026250619894166,39.88810476942348,3572.453,99.5
B0007,9,24,1.8696907870385844,1.9505894332906037,39.95162250671474,3550.594,98.87
B0007,10,24,1.870052380139199,1.8688247067658061,40.052021854718284,3551.25,98.89
B0007,11,24,1.8700442394188577,1.7896213776724978,40.1213838436794,3530.25,98.89
B0007,12,24,1.8596518987766364,1.910336108594535,40.174657039770814,3491.016,98.34
B0007,13,24,1.8590746560862206,1.9086884059809102,40.016434730174936,3470.281,98.31
B0007,14,24,1.8590084577709232,1.7868782934275431,40.16569230743226,3470.0,98.31
B0007,15,24,1.8593622586957048,2.1361343961784502,39.46139677634257,3450.297,98.32
B0007,16,24,1.8587355450601035,2.0133501283179167,39.5636595172155,3429.407,98.29
B0007,17,24,1.847817291322145,1.8575547668336483,39.628948319501816,3409.484,97.71
B0007,18,24,1.8485252916137047,2.1657556124208934,39.225347214914876,3390.422,97.75
B0007,19,24,1.848378951850034,2.0270686341513207,39.4126321606434,3390.281,97.74
B0007,20,24,1.8807805437609766,1.905311669649934,39.95874037686836,3591.734,99.46
B0007,21,24,1.8814721597443598,1.7951975189442124,40.31302300333008,3552.297,99.49
B0007,22,24,1.8810954313244785,2.1058524852518143,39.359447242364645,3531.578,99.47
B0007,23,24,1.8710089649779995,1.846021007590992,39.454159451189874,3492.907,98.94
B0007,24,24,1.8701995151941375,1.7370300333706354,39.641748274009444,3511.594,98.9
B0007,25,24,1.8706715362800985,2.0506492642329937,38.86906912217273,3431.9370000000054,98.92
B0007,26,24,1.8596124644020169,1.8254369744762284,39.11839966443177,3431.125,98.34
B0007,27,24,1.860033909718346,2.134879000684994,38.68010761281634,3412.406,98.36
B0007,28,24,1.8591653109160768,1.970455493406623,38.863045678198645,3410.688,98.31
B0007,29,24,1.8481398178778288,1.8132694309760007,39.14531169811219,3410.718,97.73
B0007,30,24,1.849201702126164,2.0483657324095637,38.8380564174779,3392.719,97.79
B0007,31,24,1.8834677437950846,2.181560983985832,38.95965174080089,3470.672,99.6
B0007,32,24,1.8628211117905844,2.1177799354077496,39.053875772291974,3414.109,98.51
B0007,33,24,1.852085039652352,2.1637448793153697,38.699551697978606,3395.219,97.94
B0007,34,24,1.8469504648208708,2.0456561472058055,38.6052414906155,3386.0,97.67
B0007,35,24,1.836828431169018,2.1356202266992863,38.42604747702835,3368.187,97.13
B0007,36,24,1.8371619619672275,2.042987153745025,39.0468968949422,3368.266,97.15
B0007,37,24,1.8316722583718854,1.9786162394118947,38.836764958613884,3358.719,96.86
B0007,38,24,1.8211470951317783,2.15845357648832,38.49981470604549,3339.5,96.3
B0007,39,24,1.816506091511515,2.092603698932653,38.582340147970775,3331.265,96.06
B0007,40,24,1.8113815601504555,2.1528886431678034,38.787499833494046,3321.188,95.79
B0007,41,24,1.8116056333939583,2.0537418826405966,39.31221126031847,3321.844,95.8
B0007,42,24,1.8060548955557403,2.0793300586339956,39.40567993360536,3311.828,95.51
B0007,43,24,1.8132041826994056,2.0759793304520757,39.32802757827611,3327.391,95.88
B0007,44,24,1.8062641938283535,2.0674349483094465,38.6112528181758,3312.078,95.52
B0007,45,24,1.7958310249900458,2.037264031192436,38.569726951286874,3293.172,94.96
B0007,46,24,1.7858852600390451,2.1632674190148338,38.34572083526661,3275.328,94.44
B0007,47,24,1.7803268604502753,2.106631526845483,38.482540634946716,3265.016,94.14
B0007,48,24,1.8150756899575577,2.1809272860788376,41.0499421893331,3328.937,95.98
B0007,49,24,1.8157025154845838,2.1773498094527195,40.361944885615415,3329.266,96.02
B0007,50,24,1.8002432178056673,2.180136101967249,39.6676965288026,3301.579,95.2
B0007,51,24,1.7904476205609308,2.1286295199076855,39.481181404811096,3283.563,94.68
B0007,52,24,1.780343032300132,2.155901281560187,39.419051143069204,3275.125,94.15
B0007,53,24,1.775328769596812,2.067103728219671,39.72196117128354,3265.656,93.88
B0007,54,24,1.7702629734732853,2.0619831864543094,40.041366724781085,3266.093,93.61
B0007,55,24,1.760081061854204,2.143037413381466,39.66314441864834,3257.594,93.07
B0007,56,24,1.749647593537689,1.9929057988209282,39.84751541049116,3248.593,92.52
B0007,57,24,1.749650075059311,2.0335961968180234,39.743357771631004,3238.766,92.52
B0007,58,24,1.745028739214683,2.0213017345171265,40.07246786936068,3240.14,92.28
B0007,59,24,1.7396457455286727,2.0789964919635966,40.247716114003914,3230.109,91.99
B0007,60,24,1.7285642277717963,1.9925354808829658,40.27220819224188,3229.7810000000027,91.41
B0007,61,24,1.723900324588418,2.14041602578448,39.89848456781458,3212.469,91.16
B0007,62,24,1.7139788776485192,2.006753861515003,40.0571305311587,3213.219,90.64
B0007,63,24,1.7139701997004613,2.121868132176415,40.240711749549135,3203.578,90.64
B0007,64,24,1.7036521173638766,2.0119648758828452,40.12941739090177,3195.125,90.09
B0007,65,24,1.7040137474382486,2.0744390946376323,40.3959693732437,3195.3129999999946,90.11
B0007,66,24,1.6935716157343033,2.188793384556236,40.18751058333668,3186.297,89.56
B0007,67,24,1.6876577363877656,2.1739523632140685,40.14605167557969,3176.438,89.24
B0007,68,24,1.6830744356583152,2.1783847786257136,40.18846095484838,3167.593,89.0
B0007,69,24,1.6779270142025482,2.191481814157953,40.2789498830108,3167.719,88.73
B0007,70,24,1.6732060275966172,2.1753473356526807,40.310727434969614,3159.077999999994,88.48
B0007,71,24,1.6674367208253988,2.1832922624558813,40.31733812871393,3148.829,88.18
B0007,72,24,1.6622662630667526,2.192864020990023,40.332563430145015,3149.094,87.9
B0007,73,24,1.6574243065763063,2.1560972126643922,40.431258866851486,3140.547,87.65
B0007,74,24,1.652538684928734,2.138540138129487,40.46247985933005,3131.625,87.39
B0007,75,24,1.6472174627573322,2.1646493163558524,40.40103455658551,3121.907,87.11
B0007,76,24,1.6364136810898071,2.1187211383693167,40.4426971996319,3122.125,86.53
B0007,77,24,1.6362554312048496,2.1377868706438155,40.26214977673693,3121.672,86.53
B0007,78,24,1.641119179218384,2.103155697792567,40.645668361956844,3120.86,86.78
B0007,79,24,1.6315700789656966,2.186737546753024,39.95209030011925,3103.828,86.28
B0007,80,24,1.621213282987236,2.1007747911593695,40.165034583244065,3095.094,85.73
B0007,81,24,1.6164273214762122,2.1417010068719846,40.36674175781141,3095.781,85.48
B0007,82,24,1.615823510161921,2.0912297625621297,40.88269125311642,3094.328,85.45
B0007,83,24,1.61672418029789,2.1663009505205935,40.856332202254556,3086.531,85.49
B0007,84,24,1.6108655863730026,2.1843637809529235,40.778024611598504,3085.625,85.18
B0007,85,24,1.6006603374309376,2.113995772639173,40.5829305350897,3067.203,84.64
B0007,86,24,1.5959174487005663,2.0287779476202195,40.6345689985191,3058.157,84.39
B0007,87,24,1.5962179519462243,2.1948906641943635,40.75070125010339,3058.812,84.41
B0007,88,24,1.5958065114633972,2.1621122251410005,41.0672419235651,3058.578,84.39
B0007,89,24,1.5906507821480704,2.0092802451741245,41.40590880756584,3049.328,84.11
B0007,90,24,1.6888211161855506,2.144268362237989,41.01558674901627,3177.219,89.31
B0007,91,24,1.6259938279733204,2.0962813773920193,41.31851435911838,3082.937,85.98
B0007,92,24,1.6157433862812898,2.0376560852489356,41.4002950560853,3074.266,85.44
B0007,93,24,1.6056626764846538,2.050265845971926,41.2508092329952,3066.0,84.91
B0007,94,24,1.5949746921524348,2.1421639870693685,40.95362783962595,3056.437,84.34
B0007,95,24,1.5904102438871945,2.093098662464846,40.989022190981714,3048.219,84.1
B0007,96,24,1.5853517062988178,2.109503853325003,41.02622774121347,3039.218,83.83
B0007,97,24,1.5799737147242376,2.1295447836320704,41.01371342582121,3039.047,83.55
B0007,98,24,1.5752185465278068,2.138556110583413,41.04923314430273,3030.375,83.3
B0007,99,24,1.569798484648868,2.1437793669909317,41.05277512550887,3021.0,83.01
B0007,100,24,1.5702565375950357,2.199196544880164,41.02092182377061,3021.75,83.04
B0007,101,24,1.565249873909438,2.0252901014990434,41.34840278359994,3012.265,82.77
B0007,102,24,1.559633933561147,2.0874226328484515,41.23753665797544,3002.641,82.47
B0007,103,24,1.5649820533392105,2.0863200514042264,41.21700308433066,3012.0,82.76
B0007,104,24,1.57497949984227,2.0588247910323827,41.89753189273277,3020.11,83.29
B0007,105,24,1.5652811168780458,2.007722684403967,41.90270996402953,3002.172000000006,82.77
B0007,106,24,1.559755497470126,2.190682586389996,41.48233804274523,2992.703,82.48
B0007,107,24,1.549897685670499,2.008435320437976,41.641162265997195,2964.468,81.96
B0007,108,24,1.5438771531345021,2.1646360641399958,41.433877603827945,2983.375,81.64
B0007,109,24,1.5450187488690073,2.0647427536919833,41.8543569979417,2975.297,81.7
B0007,110,24,1.5445940154102908,2.170172617792397,41.78271326384125,2974.9850000000006,81.68
B0007,111,24,1.5343086721758876,2.120750718982474,41.62744766181303,2966.25,81.14
B0007,112,24,1.5287603942958483,2.13627215665258,41.552128441464966,2956.359,80.84
B0007,113,24,1.5289260249179843,2.0938572364769055,41.839167194182565,2956.344,80.85
B0007,114,24,1.529091650133123,1.9959465760122976,42.23998716092915,2956.406,80.86
B0007,115,24,1.5239059324661248,2.0305769860653866,42.040902384977116,2947.266,80.59
B0007,116,24,1.5186675419100615,2.0758803797636745,41.803429062834496,2937.984,80.31
B0007,117,24,1.5136482266426952,2.0793549048242492,41.6886924602386,2929.125,80.04
B0007,118,24,1.5136050185229033,2.0585109366080414,41.988171601182124,2928.454,80.04
B0007,119,24,1.5139470614867965,2.0253107306977376,42.33252236723314,2929.375,80.06
B0007,120,24,1.5339599193158786,2.0069579017420067,41.63553796804361,2946.031,81.12
B0007,121,24,1.5391372798653098,2.19792648712031,41.470498076928735,2955.438,81.39
B0007,122,24,1.5236247972838737,2.0299415196572554,41.54038193238441,2937.625,80.57
B0007,123,24,1.5135813035589147,2.1171503915767786,41.13947017697289,2929.078,80.04
B0007,124,24,1.5077850749847914,2.1309899052747716,41.09041922644824,2918.375,79.73
B0007,125,24,1.5031960676037333,2.1294318317485654,41.10034021580957,2919.812,79.49
B0007,126,24,1.4978220596995881,2.164511453629433,41.03075447325996,2900.422,79.21
B0007,127,24,1.492848534633516,2.1743012710834013,40.99688397371006,2901.375,78.94
B0007,128,24,1.492414389867026,2.1928976284966537,40.88481342461614,2901.187,78.92
B0007,129,24,1.487482776538081,2.0298495899147295,41.09400879501426,2891.64,78.66
B0007,130,24,1.482535148640411,2.0959492247836815,41.01377835587309,2882.906,78.4
B0007,131,24,1.4827874322228984,2.177723491219515,40.90635248178393,2883.265,78.41
B0007,132,24,1.476971179775059,2.056251340337525,41.06596192416311,2882.969,78.1
B0007,133,24,1.4819015554137276,2.1512510632923165,40.84520330629611,2891.656,78.36
B0007,134,24,1.4981366198874824,2.1693699073642034,41.12807910254104,2901.25,79.22
B0007,135,24,1.4820775214392872,2.116759239247948,41.094988453128494,2891.703,78.37
B0007,136,24,1.4771155312812152,2.009424225590032,41.11877573165318,2883.016,78.11
B0007,137,24,1.4720772783056488,2.0034792344341588,40.980034990626955,2873.453,77.84
B0007,138,24,1.472248013656454,2.172988732474185,41.017509953482886,2874.031,77.85
B0007,139,24,1.4670106672274665,2.087464676179042,41.299420742573055,2874.234,77.58
B0007,140,24,1.4617672495335379,2.110564313669325,41.105738037939375,2864.984,77.3
B0007,141,24,1.4566952670489708,2.0724687293779813,40.87704013237699,2855.093,77.03
B0007,142,24,1.451354972758956,2.1253826973270513,40.730219862268235,2855.625,76.75
B0007,143,24,1.451615926257375,2.1147331324879475,41.03226257370644,2855.594,76.76
B0007,144,24,1.4468161332173683,2.1738445330859366,40.89527781087817,2847.437,76.51
B0007,145,24,1.4467570607768785,1.9947266977360072,41.02491521192672,2847.36,76.51
B0007,146,24,1.4413797481446793,2.0033802121225017,40.815968345794715,2837.328,76.22
B0007,147,24,1.4362456252208178,2.116470909151213,40.65138669632271,2837.281,75.95
B0007,148,24,1.4368154153924828,2.051877342511651,40.965385542419945,2838.515,75.98
B0007,149,24,1.4362945145860047,2.003221375307111,41.11319128215138,2828.328,75.95
B0007,150,24,1.4418575315878015,1.9865974995249178,40.78738321989129,2838.265,76.25
B0007,151,24,1.4672063484781797,2.1908121182442706,40.73001188190229,2864.547,77.59
B0007,152,24,1.4518640367848885,2.033261415031626,40.990354594470126,2846.39,76.78
B0007,153,24,1.4471379752748499,2.19135439601875,40.62521315513875,2837.969,76.53
B0007,154,24,1.441790586562399,2.1840705012733683,40.58944296824891,2838.156,76.24
B0007,155,24,1.431630947911111,2.1664368343684446,40.584393586876246,2829.843,75.71
B0007,156,24,1.4318084249673686,1.987193667465448,40.884444140401214,2829.625,75.71
B0007,157,24,1.4262562585106868,2.1314172797434523,40.65159637790841,2819.437,75.42
B0007,158,24,1.4260877528924913,2.188995882590831,40.53138082339522,2819.579,75.41
B0007,159,24,1.4212633510031694,2.0322464946417114,40.821433488540606,2810.672,75.16
B0007,160,24,1.4163272748795108,2.1695130053947387,40.643362943412974,2811.485,74.9
B0007,161,24,1.4165781829175994,1.9917978280585305,40.97063567014205,2802.422,74.91
B0007,162,24,1.4108401729425177,2.1534486462617073,40.74888323397497,2801.625,74.61
B0007,163,24,1.4109949628347804,2.0101572712330453,40.93461596721165,2802.031,74.61
B0007,164,24,1.4061714290398801,2.132718741006573,40.74175890345818,2793.39,74.36
B0007,165,24,1.4063358479692922,2.0114763339798887,41.00964443691023,2793.39,74.37
B0007,166,24,1.4004552399066514,2.1610456063312298,40.80558697887537,2792.485,74.06
B0007,167,24,1.4217865046055154,2.0143553387267827,40.92586026351328,2802.016,75.18
B0007,168,24,1.4324552720625434,2.1732119934933296,40.57390100608222,2820.39,75.75
B0018,1,24,1.8550045207910817,2.4721608434600437,38.10180309676608,3434.891,100.0
B0018,2,24,1.8431955317089987,2.4114381994148304,38.14987995994155,3425.485,99.36
B0018,3,24,1.8396018424355423,2.394395968141027,37.5266914843442,3410.375,99.17
B0018,4,24,1.8306736044962053,2.3999481734774424,37.06279237079503,3404.719,98.69
B0018,5,24,1.8327002069419656,2.3851461229395867,38.2110354381278,3417.641,98.8
B0018,6,24,1.8285288846046388,2.3716770708389117,38.17496505957075,3411.766,98.57
B0018,7,24,1.8212011895697924,2.4964491577040793,37.64038685475582,3399.516,98.18
B0018,8,24,1.8151700106433282,2.4374506721131883,37.37602884738843,3388.75,97.85
B0018,9,24,1.8042980520967649,2.4152206992194847,37.28928029078695,3380.406,97.27
B0018,10,24,1.8231002302844226,2.377432309524995,37.52377766578506,3404.141,98.28
B0018,11,24,1.8121253520255494,2.3887487262583647,37.72420412562674,3396.141,97.69
B0018,12,24,1.8046916382117766,2.432289857016922,37.41366095304306,3384.094,97.29
B0018,13,24,1.790844349786295,2.497495633221204,36.94724908852665,3370.656,96.54
B0018,14,24,1.783470722841926,2.478768686108376,36.707091312059944,3357.797,96.14
B0018,15,24,1.7809386125310702,2.3858494078680206,37.13061214416645,3363.015,96.01
B0018,16,24,1.771209039672698,2.372854084449551,37.686600065941576,3357.734,95.48
B0018,17,24,1.7686303996707076,2.4086912736769084,37.633580732302406,3344.187,95.34
B0018,18,24,1.7536304801917124,2.496331992137246,37.15252578645951,3339.969,94.54
B0018,19,24,1.7462197416415093,2.4199896352919668,36.78829001793698,3327.641,94.14
B0018,20,24,1.7376647337053737,2.3587321881999297,36.541146197392216,3312.844,93.67
B0018,21,24,1.7315166735475835,2.4458096660548825,36.372087786130464,3302.031,93.34
B0018,22,24,1.7085949894470602,2.3808537751929744,36.52608510498833,3305.547,92.11
B0018,23,24,1.711469957068211,2.436955746154759,36.476252762052624,3289.562,92.26
B0018,24,24,1.7075021373272627,2.4671365731790713,36.377208902376694,3283.797,92.05
B0018,25,24,1.7492382064360228,2.4129371999368505,36.64000948247426,3325.235,94.3
B0018,26,24,1.7327697147429955,2.3497771039810256,37.38165499248184,3317.547,93.41
B0018,27,24,1.7222313328292376,2.4904700018477026,37.59824760372582,3311.766,92.84
B0018,28,24,1.711846298984729,2.4650908929255406,37.560555155163414,3305.218,92.28
B0018,29,24,1.699267835126687,2.363133281953362,37.52114200586718,3295.453,91.6
B0018,30,24,1.6940366439243106,2.4790616361836206,37.21887096740918,3287.0,91.32
B0018,31,24,1.6819027078768087,2.491905723274248,37.33441415744885,3276.922,90.67
B0018,32,24,1.6769770618433686,2.4337177596826547,37.7331798444306,3268.687,90.4
B0018,33,24,1.6655229306478936,2.4424506461535755,37.84649344841882,3260.594,89.79
B0018,34,24,1.6571924575832084,2.4383419399858552,37.670164941661795,3258.812,89.34
B0018,35,24,1.6482241555294048,2.4157245398944123,37.53185198546868,3243.422,88.85
B0018,36,24,1.6387701497987262,2.323395712524894,37.593333753421376,3236.515,88.34
B0018,37,24,1.6276486907262062,2.4985039496028567,37.361410110678264,3230.734,87.74
B0018,38,24,1.62215370227252,2.350237238739749,37.899803246715464,3222.093,87.45
B0018,39,24,1.6140066510467586,2.3337740352348813,38.03149707759718,3220.344,87.01
B0018,40,24,1.6760516154424623,2.317647291087635,37.42220155418978,3250.75,90.35
B0018,41,24,1.649300642552199,2.492394514304757,37.32511174435206,3239.344,88.91
B0018,42,24,1.63238299185809,2.372828310153791,37.31088262198154,3222.25,88.0
B0018,43,24,1.6164159719025777,2.3560703177076867,37.232346556887364,3206.157,87.14
B0018,44,24,1.6109028378249377,2.4644431530094417,36.94850857727268,3197.969,86.84
B0018,45,24,1.5954638693695657,2.4195167274486726,37.002663545357386,3181.625,86.01
B0018,46,24,1.726707440085764,2.3422406504312434,36.71025442949399,3302.36,93.08
B0018,47,24,1.7165673917429753,2.3755467142668496,36.72807623650589,3285.812,92.54
B0018,48,24,1.6958235570934848,2.4146291375325917,36.72959308355185,3260.016,91.42
B0018,49,24,1.6777783190792557,2.3844645496129964,36.787462351640364,3240.031,90.45
B0018,50,24,1.6606586897774192,2.398646371281655,36.75689163314213,3232.265,89.52
B0018,51,24,1.6664109274827466,2.4557130111721626,37.350157630970955,3232.031,89.83
B0018,52,24,1.6468336174407805,2.323665882820083,37.48126030855565,3209.5149999999994,88.78
B0018,53,24,1.6257639928779952,2.488054079510012,37.125443897626305,3196.125,87.64
B0018,54,24,1.6121577411874595,2.3306937114568003,37.19112571388883,3172.562,86.91
B0018,55,24,1.6057366823755344,2.389399831578687,37.17642722353301,3172.735,86.56
B0018,56,24,1.673645314879889,2.4864200723178747,37.11936678632194,3238.109,90.22
B0018,57,24,1.6404348572349936,2.4673631110639858,37.2702464066457,3191.063,88.43
B0018,58,24,1.6132653317422077,2.375173080957567,37.39550861947664,3165.828,86.97
B0018,59,24,1.5920964324686278,2.371626022111289,37.378956702246384,3140.407,85.83
B0018,60,24,1.5866011820698824,2.463955873060647,37.245718322158105,3131.922,85.53
B0018,61,24,1.5800766490336253,2.475545296633258,37.21755583353321,3121.109,85.18
B0018,62,24,1.5641732953289167,2.3791563087604626,37.56150979821064,3105.265,84.32
B0018,63,24,1.555618272193922,2.4776158338943337,37.4174791317661,3091.25,83.86
B0018,64,24,1.5402045278637397,2.4205549690097223,37.55101533655474,3076.703,83.03
B0018,65,24,1.5321613015959863,2.415388497112405,37.59895044072871,3062.328,82.6
B0018,66,24,1.5316232403693415,2.3974205597873093,37.489239782169804,3050.563,82.57
B0018,67,24,1.5222595950771978,2.497752653580319,37.37911114363861,3034.672,82.06
B0018,68,24,1.5065267126851283,2.3726090777895896,37.559604168615785,3031.25,81.21
B0018,69,24,1.5014219556532926,2.36844257542991,37.61805450748922,3011.343,80.94
B0018,70,24,1.4963534117486457,2.331968556073514,37.71101994346608,3003.0,80.67
B0018,71,24,1.5334262000312422,2.4057755306304176,37.767989299214086,3045.187,82.66
B0018,72,24,1.523845267514426,2.4720838848798987,37.91919394450186,3028.469,82.15
B0018,73,24,1.5011920994261239,2.342731326096539,37.99328509003338,3012.937,80.93
B0018,74,24,1.492417671450291,2.4198650452188226,37.984838024989045,2998.875,80.45
B0018,75,24,1.483323851940123,2.438879997223475,37.8288851383529,2983.547,79.96
B0018,76,24,1.4807376792294196,2.430465824271706,37.844837975501,2966.86,79.82
B0018,77,24,1.4735077809902477,2.4907267597860656,37.8984610468502,2954.797,79.43
B0018,78,24,1.46801928526661,2.3678328028644775,38.27784043980244,2945.735,79.14
B0018,79,24,1.4580923557119019,2.3532703553328904,38.24434303919528,2941.375,78.6
B0018,80,24,1.4478660988891399,2.362897904778893,38.06956259266949,2923.953,78.05
B0018,81,24,1.4527808777541982,2.420200016704328,37.81744565252647,2921.031,78.32
B0018,82,24,1.4425356364492432,2.472605886588914,37.902567770354786,2902.75,77.76
B0018,83,24,1.4392712877203313,2.483165462226557,38.16628336469349,2897.875,77.59
B0018,84,24,1.4286475681888218,2.4341986830086237,38.36789486715962,2892.094,77.02
B0018,85,24,1.4249026750004896,2.497859027600416,38.19823604401131,2886.921,76.81
B0018,86,24,1.4698115324524124,2.3747408457948316,38.099982807571635,2942.531,79.23
B0018,87,24,1.4525819651050202,2.3589340839760866,38.214523782841354,2912.469,78.31
B0018,88,24,1.442834198908794,2.4413266342198545,37.939696536164234,2895.594,77.78
B0018,89,24,1.428376058807949,2.311419659807122,38.06666733482501,2884.406,77.0
B0018,90,24,1.4154547844370715,2.4953159238201255,37.63260475617888,2873.766,76.3
B0018,91,24,1.454576670077708,2.4398479869382084,38.18223603956323,2893.375,78.41
B0018,92,24,1.4283179548274056,2.376538319699514,38.3907466519188,2884.9839999999967,77.0
B0018,93,24,1.4197026883204058,2.3722299202290382,38.51622654624205,2870.234,76.53
B0018,94,24,1.4155606630306516,2.361475505115684,38.56612180540248,2864.11,76.31
B0018,95,24,1.405680035419228,2.317937855025735,38.5606541602861,2846.64,75.78
B0018,96,24,1.4084461071166137,2.3372859753156225,38.53842073636507,2839.532,75.93
B0018,97,24,1.3968547782872414,2.3528810264952194,38.548873480234754,2832.703,75.3
B0018,98,24,1.3935670371440676,2.4646122144537173,38.45838357496903,2827.077999999994,75.12
B0018,99,24,1.3893644292809475,2.4684655225527004,38.54382874673793,2821.531,74.9
B0018,100,24,1.3785651415666713,2.4092923539400735,38.650883957434026,2805.156,74.32
B0018,101,24,1.384901110085747,2.477625480372779,38.45654834997334,2814.906,74.66
B0018,102,24,1.3703251814242443,2.335608852853518,38.6564130442344,2801.156,73.87
B0018,103,24,1.3733464385229082,2.441999086782534,38.655587491253975,2794.187,74.03
B0018,104,24,1.3679487285504814,2.4651687831472158,38.6997087046862,2785.391,73.74
B0018,105,24,1.3567141087089647,2.370892032033162,38.87481687744787,2779.5,73.14
B0018,106,24,1.4604310209194575,2.461879783248223,37.363974526077364,2899.234,78.73
B0018,107,24,1.4500998937104097,2.4247066368907255,37.88258787662229,2894.922,78.17
B0018,108,24,1.4381406901824496,2.4447222974031386,38.158980736604235,2888.25,77.53
B0018,109,24,1.4283681980964316,2.443569395327192,38.05243159675446,2873.906,77.0
B0018,110,24,1.4147874517552432,2.4666000274194886,37.89096376444466,2847.406,76.27
B0018,111,24,1.413889163393182,2.4272514813701016,37.81203585126145,2849.281,76.22
B0018,112,24,1.3989331662177225,2.4762628371779,37.9591954678784,2833.688,75.41
B0018,113,24,1.3953322584033976,2.3607989727330003,38.521043498835155,2826.453,75.22
B0018,114,24,1.390046129540245,2.377011586588198,38.878687997701746,2818.312,74.93
B0018,115,24,1.3860271454209647,2.4567563196678455,38.65118899876309,2812.7189999999973,74.72
B0018,116,24,1.388215260193751,2.3277314025979847,38.434235278537344,2803.5,74.84
B0018,117,24,1.3761826562394497,2.4537913827403948,38.103875724329995,2783.25,74.19
B0018,118,24,1.3647168898640165,2.3475608877759067,38.12742842632319,2776.391,73.57
B0018,119,24,1.3589854739373584,2.3558347560196564,38.03962943213698,2766.516,73.26
B0018,120,24,1.3462308764008801,2.3791102362944754,37.85657903247749,2751.516,72.57
B0018,121,24,1.4268427818454643,2.444740635238248,37.43017193410286,2848.859,76.92
B0018,122,24,1.4064481483279663,2.431867772331712,37.8264149292754,2840.016,75.82
B0018,123,24,1.3934907492075153,2.344037291947413,38.08307173716899,2817.375,75.12
B0018,124,24,1.3882493512249316,2.456436863057259,37.88279649093536,2809.234,74.84
B0018,125,24,1.3701878338420928,2.395547668334432,37.96027066990377,2791.187,73.86
B0018,126,24,1.3796951665608619,2.4536749172979215,37.880513353762176,2794.016,74.38
B0018,127,24,1.3686586323935683,2.3062728144586413,38.43416278222213,2774.719,73.78
B0018,128,24,1.3627371779096438,2.3471092023857154,38.847489737859576,2777.844,73.46
B0018,129,24,1.3634051133928073,2.4884289104730986,38.80283421497622,2781.125,73.5
B0018,130,24,1.3518646035305233,2.3992178234155577,38.72699121838442,2760.906,72.88
B0018,131,24,1.3547969729652622,2.2786338886500292,38.67191958148309,2753.25,73.03
B0018,132,24,1.341051440640485,2.3655846763383734,38.371813640118894,2742.843,72.29
